Date,Price A1,Price A2,AA bond,BB bond,CC Bond,Gold,Silver,Copper,Chy- INR,GBP - INR,USD - INR,Mutual Fund J,Mutual Fund K ,Mutual Fund L,Stock A,Stock B,Stock C,Stock D,Index
31-07-2014,10.55913809,11.28816775,73.06764095,62.82181665,51.04721946,27818.00,44424,436.10,9.8081,81.0770,60.5550,88,77.25,11.150,165.7,686.6,8498.95,834,7721.3
01-08-2014,10.57207859,11.37234679,73.08114931,62.85720174,51.10901272,28054.00,44465,435.25,9.9056,82.2145,61.2150,87,76.59,11.150,164.8,693.55,8408,815.45,7602.6
04-08-2014,10.61693643,11.39002856,73.10964322,62.93200408,51.1539449,27915.00,44141,438.90,9.864,81.8005,60.9450,88,76.95,11.200,171.48,699.65,8426.5,813,7683.65
05-08-2014,10.60956128,11.46258803,73.14203377,62.97208305,51.16861119,27844.00,43407,433.05,9.8611,81.3930,60.8500,89,77,11.350,168.1,704.85,8447.85,820.2,7746.55
06-08-2014,10.6702499,11.39679607,73.15704293,62.98743772,51.21428075,28633.00,43941,429.85,9.9789,82.3020,61.5000,88,77,11.310,164.7,707.85,8472,810,7672.05
07-08-2014,10.64685602,11.44982393,73.16466152,63.004047,51.22593443,28770.00,43842,431.70,9.939,81.8450,61.2450,88,76.3,11.210,169.27,701.95,8510.85,811.5,7649.25
08-08-2014,10.6688354,11.46047665,73.1854566,62.99767971,51.2408367,28604.00,43603,429.90,9.9322,82.0015,61.1450,87,74.86,11.080,161.93,702.05,8477.5,796.15,7568.55
11-08-2014,10.74172741,11.49900464,73.20296425,63.07313221,51.29682053,28633.00,43867,429.75,9.9415,81.8860,61.1750,87,76.06,11.060,164.57,697.95,8587.85,792.95,7625.95
12-08-2014,10.70799649,11.5204122,73.21300684,63.08266436,51.32057172,28730.00,43721,428.00,9.9196,81.6675,61.0850,88,77.05,11.220,170.48,700.9,9291.6,807.2,7727.05
13-08-2014,10.72201878,11.53201865,73.2468024,63.08731026,51.37408746,28688.00,43333,420.50,9.9284,81.6505,61.0950,88,76.17,11.090,172.2,718.7,10359.2,812.4,7739.55
14-08-2014,10.72954366,11.53114111,73.256128,63.12656798,51.37801378,28614.00,43279,415.80,9.8765,81.2095,60.7650,89,76.84,11.150,169,714.55,10024.9,826.7,7791.7
18-08-2014,10.7860236,11.56995964,73.31004421,63.19325455,51.45051129,28295.00,42683,417.90,9.8941,81.2200,60.7800,91,77.87,11.540,176.27,724.8,9987.15,832.35,7874.25
19-08-2014,10.82296441,11.64353836,73.32845226,63.19510276,51.44114844,28252.00,42256,414.90,9.8798,80.8190,60.6750,91,78.4,11.450,179.1,719.55,9989.75,823.85,7897.5
20-08-2014,10.80076283,11.7171508,73.3513446,63.23545835,51.49336643,28212.00,42351,425.05,9.8721,80.3785,60.6150,91,78.64,11.490,177.65,711.85,9991.1,820.55,7875.3
21-08-2014,10.81882508,11.73846422,73.36245781,63.26714595,51.51703603,27747.00,42084,424.75,9.8635,80.5885,60.6750,91,78.18,11.570,184.38,710.35,9992.15,832.5,7891.1
22-08-2014,10.77919432,11.79608869,73.36746273,63.27658665,51.52272111,27813.00,41966,427.50,9.8301,80.0835,60.4700,92,78.48,11.670,181.18,704.2,10014,846.75,7913.2
25-08-2014,10.82327901,11.84219382,73.40538804,63.35449073,51.62001372,27771.00,41937,430.05,9.8417,79.9070,60.5700,91,78.16,11.590,178.82,716.7,9905.05,843.45,7906.3
26-08-2014,10.80042659,11.77471319,73.43492808,63.36058852,51.6266591,27895.00,42000,425.95,9.8227,79.5870,60.4350,92,77.87,11.450,176.18,727.35,9843.85,842.5,7904.75
27-08-2014,10.85574001,11.80661051,73.43783165,63.34203505,51.67944974,27780.00,41944,422.90,9.8409,79.7585,60.4550,92,77.48,11.370,177.52,734.85,9810.85,836.6,7936.05
28-08-2014,10.90574875,11.83364577,73.45918672,63.3574509,51.66323141,28075.00,42412,417.00,9.8489,79.7575,60.5000,92,77.39,11.410,179.43,742.45,9755.95,843.55,7954.35
01-09-2014,10.8867123,11.86409852,73.50104942,63.43585055,51.75731429,27934.00,42862,427.35,9.8551,79.4635,60.5300,93,78.4,11.650,190.15,740.4,10051.8,841.2,8027.7
02-09-2014,10.83527411,11.81414662,73.55787663,63.4797769,51.77288147,27554.00,42353,428.70,9.8703,79.6975,60.6850,94,79.71,11.680,192.18,732.7,10224.8,859.2,8083.05
03-09-2014,10.85096278,11.8241622,73.55017471,63.47202149,51.78664177,27570.00,42301,424.55,9.8501,79.5505,60.4900,94,79.44,11.780,195.45,732.8,11101.9,856.65,8114.6
04-09-2014,10.85262042,11.92956492,73.54927356,63.46768397,51.84234564,27461.00,42111,427.15,9.833,78.1365,60.3600,94,78.47,11.700,192.02,737.1,10938,851.85,8095.95
05-09-2014,10.86095227,11.90412848,73.54759769,63.53095647,51.85049561,27378.00,42038,427.35,9.8355,78.2145,60.3950,95,78.08,11.800,193.63,733.75,10829,848.45,8086.85
08-09-2014,10.87498228,11.90454807,73.61525877,63.57781752,51.89625127,27204.00,41823,429.60,9.816,77.7365,60.2750,95,80.14,12.180,200.2,745.8,10963.8,864.75,8173.9
09-09-2014,10.90776158,11.88269822,73.6082317,63.59018976,51.92494281,27261.00,41976,422.65,9.8762,78.4075,60.6050,95,79.18,12.230,198.82,751.9,10959.4,865.6,8152.95
10-09-2014,10.88859873,11.91465233,73.63590985,63.61439909,51.96077854,27179.00,41979,424.45,9.9406,78.7030,60.9300,95,80.3,12.120,195.35,749.1,11040.5,857.3,8094.1
11-09-2014,10.87026559,11.80525297,73.66771268,63.62374148,51.99573918,26986.00,41299,421.30,9.9397,78.7585,60.9300,96,79.94,12.320,198.57,755.6,11623.8,854.35,8085.7
12-09-2014,10.89943215,11.82650172,73.67907274,63.64697416,52.00894653,26898.00,41344,424.05,9.8873,78.6395,60.6550,96,79.43,12.370,200.15,757.5,12023.8,855.7,8105.5
15-09-2014,10.94144237,11.77875209,73.73742086,63.71059288,52.07525186,26999.00,41433,422.30,9.9487,79.0790,61.1050,96,79.65,12.750,199.48,754.85,12205,860.35,8042
16-09-2014,10.96187255,11.7264088,73.72763421,63.72361713,52.08731457,26954.00,41513,430.75,9.9349,79.1335,61.0600,95,77.23,12.200,187.48,756,11484.8,851,7932.9
17-09-2014,10.98830384,11.72483237,73.7227047,63.77439425,52.09199358,26901.00,41406,428.05,9.9227,78.3705,60.9150,95,77.35,12.090,184.3,754.65,11405.5,846.4,7975.5
18-09-2014,11.07888463,11.74025693,73.75583746,63.73322489,52.15275576,26659.00,40964,420.55,9.8918,78.4945,60.7400,96,78.72,12.040,189.1,749.65,11642,858.15,8114.75
19-09-2014,11.18132408,11.82191584,73.76378187,63.77317203,52.13947671,26496.00,39663,420.70,9.9104,78.0770,60.8600,96,79.34,12.190,185.77,737.25,11634.8,860.25,8121.45
22-09-2014,11.13027617,11.83653168,73.81155431,63.83530897,52.24276056,26588.00,39613,414.95,9.925,78.3145,60.9450,96,79.11,12.320,187.15,741.7,11754.5,856.85,8146.3
23-09-2014,11.13775455,11.86453128,73.80906826,63.84215372,52.23410446,26669.00,39532,414.20,9.9474,78.4375,61.0550,95,78.4,12.000,179.15,742.05,11639.2,848.85,8017.55
24-09-2014,11.07396723,11.81508704,73.84845445,63.88686805,52.24605457,26549.00,39305,415.75,9.9314,77.8875,60.9450,94,77.29,11.750,177.93,764.1,11570.7,855.45,8002.4
25-09-2014,11.07361786,11.81600354,73.84068959,63.88194823,52.30884377,26935.00,39246,417.30,9.996,78.2055,61.3350,93,75.89,11.700,172.07,759.35,11364.2,849.95,7911.85
26-09-2014,11.00191541,11.82719833,73.86499795,63.9159835,52.29323498,26793.00,39205,416.30,9.9794,77.5595,61.1450,94,77.74,11.850,175.6,751.45,11356.8,871.65,7968.85
29-09-2014,10.97787689,11.77757582,73.92584051,63.95863346,52.34776326,26913.00,39394,419.95,10.0098,78.0890,61.5600,95,76.69,11.740,173.1,746.5,11280.8,865.1,7958.9
30-09-2014,10.99071538,11.74279562,73.92254425,63.97939431,52.39514624,27129.00,38551,416.00,10.0904,78.2425,61.9400,95,76.33,11.770,180.75,746,11972,872.65,7964.8
01-10-2014,10.93348191,11.75462616,73.96561768,63.99823033,52.42175917,26888.00,38736,417.95,10.0554,77.9220,61.7250,95,76.01,11.780,181.43,736.15,11801.7,868,7945.55
07-10-2014,10.96670367,11.68074685,74.02192394,64.08159456,52.52396843,26810.00,38399,415.20,9.9862,77.6705,61.3050,94,75.67,11.620,178.7,735.8,11707.2,862.45,7852.4
08-10-2014,10.97484531,11.6931349,74.04187202,64.14355737,52.57567126,26737.00,38243,411.90,9.9951,78.1360,61.3600,94,75.58,11.720,191.2,734.75,11707,867.6,7842.7
09-10-2014,10.98052546,11.70259192,74.05131775,64.13170257,52.55915762,26958.00,38646,412.95,9.9597,77.4820,61.0550,95,76.36,11.760,189.27,739.1,11609.7,887.6,7960.55
10-10-2014,10.99207401,11.79235664,74.06220585,64.16308558,52.62678039,26964.00,38537,414.35,9.9959,77.3910,61.2850,94,75.41,11.510,187.65,720.35,11270.3,867.3,7859.95
13-10-2014,10.99611671,11.82358819,74.09759969,64.24937648,52.69531263,26972.00,38368,413.20,9.96,77.8060,61.0100,94,77.08,11.840,189.55,720.4,11269.8,876.8,7884.25
14-10-2014,10.96406833,11.78041252,74.10241254,64.22385462,52.68889583,27252.00,38804,421.60,10.0236,77.7260,61.4000,94,77.15,11.570,183.75,731.25,11211.6,868.35,7864
15-10-2014,10.96778016,11.74027885,74.15320426,64.28488059,52.74438546,27449.00,38902,409.00,10.0992,79.2140,61.8400,93,75.77,11.500,183.75,731.25,11211.6,868.35,7795.6
16-10-2014,10.98651925,11.7800799,74.17785849,64.29547053,52.72547283,27256.00,38438,409.25,10.0205,78.3170,61.3650,93,73.97,11.450,180.38,730.6,11033.2,858.85,7748.2
17-10-2014,10.96043152,11.78034368,74.20923203,64.32994382,52.80878265,27415.00,38558,406.85,10,78.3745,61.2350,94,75.45,11.540,182.77,726.3,11334.3,885.25,7779.7
20-10-2014,10.92797376,11.80122796,74.22005496,64.35219472,52.83518134,27554.00,38803,410.90,9.9902,77.7555,61.1500,95,75.8,11.670,189.8,736.55,11636.4,893.8,7879.4
21-10-2014,10.96585416,11.75309522,74.23826836,64.39930787,52.86576846,27481.00,38242,410.20,10.0028,77.4120,61.2000,96,77.41,12.200,184.85,749.75,11678.5,895.55,7927.75
22-10-2014,10.98174973,11.79220131,#N/A,#N/A,#N/A,27120.00,38050,412.90,9.996,77.3590,61.1700,96,76,11.950,181.05,757.4,11883.5,893.65,7995.9
27-10-2014,10.9718332,11.84247528,74.33403443,64.49576953,52.93860251,27214.00,38177,416.75,10.0229,77.8480,61.3050,96,76.98,12.130,176.63,720.45,12262.4,897.25,7991.7
28-10-2014,11.00417848,11.82605486,74.35650768,64.51134394,52.98179808,27135.00,38162,419.75,10.0091,77.9200,61.1880,96,76.37,11.920,178.32,717.05,12396.7,895.3,8027.6
29-10-2014,11.03980676,11.76854139,74.33777952,64.50338018,53.00399605,27079.00,38293,421.60,10.0292,77.4245,61.2900,97,76.6,11.980,177.75,723.95,12596.3,891.55,8090.45
30-10-2014,11.030536,11.80011582,74.36423412,64.54813637,53.02951874,26603.00,36601,416.95,10.0482,77.4940,61.4400,98,77.66,12.030,177.8,731.6,12532.2,896.65,8169.2
31-10-2014,11.0478119,11.80371372,74.37557173,64.53954203,53.08339671,26135.00,35833,414.75,10.0456,76.9070,61.4050,99,79.23,12.390,181.85,738.35,12772.8,911.85,8322.2
03-11-2014,11.04473532,11.77657627,74.3851972,64.63229535,53.13746237,26077.00,35958,416.75,10.0388,76.6675,61.4200,100,79.59,12.500,182.43,739.85,12739.6,910.7,8324.15
05-11-2014,11.0103372,11.75203471,74.4436833,64.64249296,53.17479126,25493.00,34454,409.00,10.0482,76.7080,61.4350,100,79.6,12.370,184.2,747.75,12875.2,912.8,8338.3
07-11-2014,10.97195978,11.74458719,74.46234583,64.66806329,53.19862191,25932.00,34810,413.05,10.0478,76.6200,61.5200,100,81.35,12.290,187.55,761.5,12675.9,899.45,8337
10-11-2014,10.99765055,11.76020359,74.49484174,64.73916545,53.30563766,25733.00,34761,411.60,10.0474,76.3705,61.4850,100,79.61,12.370,188.95,771,12729.7,904.65,8344.25
11-11-2014,11.0284263,11.76144748,74.53378505,64.7483195,53.30839393,25796.00,34823,412.70,10.0441,76.7400,61.5150,101,79.79,12.470,188.73,772.3,12993.7,907.9,8362.65
12-11-2014,11.00025572,11.79001779,74.56151309,64.76896021,53.32687349,25788.00,34726,411.05,10.0184,76.3445,61.3750,101,79.73,12.680,181.18,770,13151.7,911.75,8383.3
13-11-2014,11.02654953,11.85506236,74.58598991,64.78178537,53.37200806,25822.00,34726,407.10,10.0574,76.8555,61.6000,101,79.47,12.670,173.2,764.35,13191.8,915.95,8357.85
14-11-2014,11.07001783,11.87197177,74.57974308,64.81124663,53.35648299,26466.00,36033,415.60,10.0686,77.2890,61.7150,101,79.55,12.750,178.48,756.15,13992.9,930.1,8389.9
17-11-2014,11.06535854,11.87992282,74.60660937,64.87133955,53.44761284,26330.00,35643,415.05,10.0958,76.9785,61.8300,102,81.91,12.660,178.82,757.2,13845.5,918.95,8430.75
18-11-2014,11.09036243,11.85526533,74.63265884,64.89115882,53.45254502,26596.00,35817,409.25,10.0837,77.3845,61.7250,102,80.15,12.800,176.82,751.85,14073.1,932.2,8425.9
19-11-2014,11.0738363,11.9036773,74.6233956,64.90795179,53.48820095,26711.00,36390,416.85,10.1226,77.7660,61.9450,103,80.16,12.700,171.82,760.2,14745.3,926.55,8382.3
20-11-2014,11.05395436,11.86472127,74.66336441,64.93099824,53.51318199,26463.00,35835,412.60,10.1135,77.6570,61.9300,103,79.25,12.700,172.43,761.25,14648.2,918.2,8401.9
21-11-2014,11.02670237,11.79836695,74.66706102,64.94845865,53.53119987,26391.00,36087,412.85,10.0846,76.5330,61.7670,103,80.25,12.730,173.05,753,14512.8,932.85,8477.35
24-11-2014,11.03090235,11.81894418,74.73971034,64.98329619,53.6086522,26480.00,36253,410.20,10.0722,76.9695,61.8600,103,81.79,13.000,171.68,750.1,14621.3,945.2,8530.15
25-11-2014,11.01103055,11.79702501,74.74832151,65.00474526,53.58144982,26326.00,36530,404.00,10.0815,77.1735,61.8650,102,79.91,12.610,169.88,765.7,14277.3,953.55,8463.1
26-11-2014,10.89829204,11.77155898,74.77687856,65.04693229,53.65203098,26362.00,36599,405.50,10.0659,77.2810,61.7950,102,80.52,12.620,171.55,769.75,14267.8,951.3,8475.75
27-11-2014,10.8831586,11.73808588,74.75813586,65.0642074,53.66926668,26247.00,35878,403.60,10.0764,77.1210,61.8600,102,81.98,12.600,174.63,790.05,14338.7,948.15,8494.2
28-11-2014,10.85184214,11.79123933,74.8102341,65.06773089,53.67799386,25794.00,34480,390.70,10.1268,77.4640,62.2100,103,82.43,12.790,182.35,786.1,14518.7,957.15,8588.25
01-12-2014,10.90040144,11.79379078,74.81430489,65.10372813,53.76986271,26509.00,37730,403.60,10.0708,77.2580,61.9550,103,81.51,12.890,180.2,808.65,14520.8,950,8555.9
02-12-2014,10.8789883,11.84469299,74.836045,65.14477818,53.76966788,26188.00,37073,400.80,10.0488,76.5205,61.7950,103,81.29,12.960,175.6,805.8,14359,943.3,8524.7
03-12-2014,10.9398516,11.89941685,74.8482369,65.15867295,53.79062705,26477.00,37070,398.70,10.0587,76.1595,61.8630,104,80.75,13.190,172.68,819,15235.5,933.1,8537.65
04-12-2014,10.94849245,11.99119374,74.87838542,65.17543328,53.80608925,26349.00,37305,403.90,10.0396,76.4900,61.7900,105,81.55,13.110,173.5,824.65,15432,941.4,8564.4
05-12-2014,10.94781147,12.03139494,74.88901517,65.20661933,53.82592844,26132.00,36727,403.40,10.0677,76.0695,61.9180,105,81,13.190,172.65,820.65,15213.5,942.75,8538.3
08-12-2014,10.87715866,11.96806166,74.95228527,65.2451043,53.9238366,26361.00,36615,399.70,10.0154,76.1495,61.8250,104,80.9,13.230,172.02,820,14952.3,927.15,8438.25
09-12-2014,10.94196375,11.94124984,74.95092969,65.28948117,53.9548038,27159.00,38547,406.45,10.0005,76.5765,61.8800,103,79.56,12.670,173.98,812.95,14353.7,926.75,8340.7
10-12-2014,10.98390644,11.9200044,74.94927827,65.29413959,53.96451565,27191.00,38697,403.35,10.0566,77.3205,62.1150,104,79.66,12.990,172.4,797.8,14377.9,931.4,8355.65
11-12-2014,10.96590986,11.9642329,74.96989584,65.32648924,54.00315005,27258.00,38757,408.70,10.096,77.5440,62.4800,103,79.1,12.750,172.52,796.05,14061.8,933.6,8292.9
12-12-2014,10.94653193,11.98892471,74.98388329,65.3257059,53.99147693,27209.00,38734,410.65,10.106,77.9190,62.5250,103,79.05,12.880,170.63,797.75,14036.8,931.5,8224.1
15-12-2014,10.9799039,12.05229686,75.02063783,65.37672599,54.07906605,27320.00,38346,410.00,10.2051,78.5740,63.1750,103,78.42,12.890,164.68,790.1,14211.2,941.5,8219.6
16-12-2014,10.96168783,12.03442152,75.01409757,65.41105577,54.09273186,27194.00,36762,408.80,10.2851,79.6485,63.6600,100,77.01,12.350,163.02,766.65,14063.8,925.75,8067.6
17-12-2014,10.94929203,12.10684919,75.07209455,65.40190146,54.12890011,26955.00,36759,407.30,10.2509,78.4090,63.5250,100,76.82,12.290,161.7,766.35,13871.8,921.85,8029.8
18-12-2014,10.94894205,12.08542559,75.07854806,65.47300565,54.13584564,26815.00,36570,401.90,10.136,77.3895,62.9900,102,76.58,12.500,165.15,765.95,14427.9,934.05,8159.3
19-12-2014,10.99876842,12.10755383,75.09734467,65.44696524,54.18202456,26998.00,36978,409.00,10.1683,77.3390,63.2450,102,78.21,12.540,167.38,755.15,14621.1,941.45,8225.2
22-12-2014,10.98763382,12.14483965,75.13044617,65.50797005,54.2276864,26608.00,36191,406.95,10.1631,77.3335,63.2300,103,78.91,12.800,167.93,767.85,14737.2,963.7,8324
23-12-2014,10.99920497,12.13128325,75.13310112,65.56358466,54.24563912,26625.00,36454,406.35,10.1898,77.2225,63.4400,103,78.87,12.660,167.65,766.1,14818.2,959.75,8267
24-12-2014,10.96666587,12.24825218,75.18137369,65.5733501,54.26727017,26584.00,36473,404.15,10.22,77.4595,63.5200,102,77.86,12.600,163.57,757,14825.5,945.25,8174.1
26-12-2014,10.98002214,12.32096079,75.20059384,65.58833028,54.30630134,27073.00,37346,400.50,10.2308,77.3970,63.5620,103,78,12.700,163.95,750.35,15124.3,948.65,8200.7
29-12-2014,10.99562208,12.33101374,75.2374999,65.64083631,54.37549499,26764.00,36525,401.30,10.2322,77.3715,63.6700,103,78.15,12.800,165.88,758.85,15372.8,951.7,8246.3
30-12-2014,10.97062955,12.30121039,75.23111946,65.65557036,54.39807725,27049.00,37373,403.30,10.2201,77.0605,63.3850,104,78.44,12.850,166.3,759.5,15352.8,956.45,8248.25
31-12-2014,10.90859509,12.31340563,75.27616029,65.69620343,54.43920999,26703.00,36038,399.20,10.157,76.2625,63.0350,104,79.12,12.900,165.8,760.1,15075,951.6,8282.7
01-01-2015,10.87363781,12.36317674,75.25781444,65.72278077,54.45051048,26699.00,36229,399.60,10.2085,76.6850,63.3550,105,78.62,13.040,168.27,758.45,15262.3,952.05,8347.8
02-01-2015,10.86998475,12.39436405,75.28809654,65.7326407,54.47988761,26730.00,36281,398.05,10.1972,75.9580,63.2850,106,80,13.200,167.4,755.95,15082,965.3,8395.45
05-01-2015,10.89475768,12.44505745,75.33037309,65.76898908,54.55594775,27038.00,37045,391.55,10.1831,75.5930,63.3450,106,80.2,13.140,169,760.3,15150.5,957.15,8378.4
06-01-2015,10.85960856,12.44500401,75.36340796,65.76386565,54.55298607,27394.00,37919,391.65,10.2325,75.5845,63.5750,104,77.75,12.900,166.77,774.7,14755.9,942.25,8127.35
07-01-2015,10.81962354,12.440307,75.35160391,65.81988983,54.57740479,27161.00,37797,389.45,10.1852,74.9170,63.2800,104,77.36,13.050,167.63,801.9,14959.9,945,8102.1
08-01-2015,10.79652816,12.52167864,75.37730166,65.84672564,54.61685958,26801.00,36989,385.50,10.0852,73.9095,62.6750,105,78.06,13.110,171.77,817.05,14873.7,964.85,8234.6
09-01-2015,10.80452402,12.58472939,75.40663714,65.87045262,54.62727279,26800.00,36866,382.15,10.0431,73.8375,62.3550,105,78.51,13.200,170.82,864.6,14738.7,975.65,8284.5
12-01-2015,10.79938252,12.59313522,75.44614141,65.93561409,54.70117596,27030.00,36989,377.10,10.0069,73.4530,62.0750,105,78.77,13.080,169.75,896.6,14857.7,967.05,8323
13-01-2015,10.79720818,12.60610535,75.4311537,65.93084001,54.70990397,27055.00,38185,364.90,10.0008,72.9660,61.9800,106,78.99,12.910,169.95,884.55,14799.2,963.35,8299.4
14-01-2015,10.806078,12.67186263,75.44592167,65.97617989,54.73828367,27201.00,37935,345.75,10.0219,73.2070,62.0950,105,78.54,13.010,167.93,924.05,14833.5,963.9,8277.55
15-01-2015,10.83115463,12.62817443,75.49365437,65.96892365,54.80368393,27492.00,37948,352.20,10.0307,72.1845,62.0650,107,81,13.190,168,921.55,15127.2,993.15,8494.15
16-01-2015,10.84280575,12.66468267,75.4921773,65.97822952,54.78302406,27654.00,39091,358.90,9.9678,71.5805,61.8700,107,80.83,13.240,168.7,941.05,15349.7,1001.35,8513.8
19-01-2015,10.79974546,12.72952362,75.55173352,66.03700732,54.8662113,27700.00,39047,352.80,9.9116,71.5450,61.6450,107,81.38,13.330,168.38,892.55,15474.6,1004.55,8550.7
20-01-2015,10.72095054,12.7184054,75.54724954,66.07330239,54.88838083,28085.00,39525,355.90,9.9219,71.2150,61.6550,108,82.81,13.440,168.45,895.45,15490.7,1020.95,8695.6
21-01-2015,10.65555696,12.71896045,75.59702732,66.10319602,54.90591997,27977.00,39944,357.15,9.9107,71.4740,61.5600,108,83.8,13.390,165.18,941.95,15372.3,1019.95,8729.5
22-01-2015,10.65696879,12.7507559,75.59295697,66.09344802,54.91658185,28036.00,40111,350.90,9.9223,70.0235,61.6050,108,82.5,13.340,165.9,944.65,15315,1021.25,8761.4
23-01-2015,10.71092057,12.71527284,75.5995075,66.14405675,54.95735028,27864.00,39975,341.35,9.8644,68.8620,61.4400,108,83.64,13.400,166.23,965.3,15146,1042.8,8835.6
27-01-2015,10.72841717,12.66373515,75.68181687,66.20402385,55.02527553,27902.00,39544,335.95,9.8358,69.8905,61.4100,109,84.19,13.550,165.38,941.95,16089.2,1074.05,8910.5
28-01-2015,10.76769855,12.71907843,75.67651641,66.21870377,55.05266546,27759.00,39483,337.80,9.8204,69.2610,61.3580,108,84.27,13.750,169.15,933.85,16340.2,1058.35,8914.3
29-01-2015,10.73988258,12.68000469,75.71300743,66.24384384,55.08858088,27419.00,37303,337.15,9.8936,69.9585,61.8010,108,84.76,13.560,174.07,941.6,16478.8,1095,8952.35
30-01-2015,10.74006658,12.71237549,75.70418166,66.25119076,55.11469731,27895.00,38126,342.95,9.9232,70.0115,62.0200,108,83.52,13.670,173.63,932.55,16275.9,1077.35,8808.9
02-02-2015,10.72271031,12.70562517,75.7566076,66.3300587,55.18260557,27840.00,38016,340.95,9.8598,70.0015,61.7190,108,83.08,13.830,170.07,908,16561.8,1081.6,8797.4
03-02-2015,10.73227337,12.66951297,75.73984538,66.33055525,55.2032855,27498.00,38107,353.05,9.843,70.7180,61.5960,107,82.83,13.660,165.63,910.85,16323.6,1064.1,8756.55
04-02-2015,10.66762958,12.75125529,75.76238816,66.34891731,55.23779309,27729.00,38394,354.95,9.8984,70.1690,61.8420,106,83.08,13.640,167.63,899.9,15919.5,1067.7,8723.7
05-02-2015,10.61829057,12.8043648,75.78967223,66.36114033,55.24785986,28276.00,37862,355.40,9.87,70.8230,61.7090,106,82.06,13.480,167.38,909.05,15837.5,1076.5,8711.7
06-02-2015,10.63190712,12.75921902,75.80349669,66.3827953,55.27752978,26802.00,37023,354.75,9.9247,70.1220,61.9700,105,82.14,13.350,163.6,905.75,15587.8,1053.5,8661.05
09-02-2015,10.67378032,12.78512626,75.88097946,66.42980905,55.34057475,26944.00,37802,355.15,9.9486,70.3805,62.1490,104,81.27,13.090,159.85,900.15,15115.5,1040.1,8526.35
10-02-2015,10.65076068,12.85557592,75.85995182,66.48254932,55.3875298,26856.00,37620,351.75,9.9867,70.5605,62.3270,105,82.49,13.190,155.45,887.75,15133.2,1054.45,8565.55
11-02-2015,10.59830917,12.88668028,75.86768476,66.49716466,55.37482347,26665.00,37406,351.30,9.9928,70.7005,62.3820,105,83.25,13.190,159.15,900.3,16141.3,1058.4,8627.4
12-02-2015,10.60580253,12.96067261,75.88924179,66.51919636,55.42144249,26519.00,37235,357.80,9.9527,70.8695,62.1500,107,82.9,13.410,157.7,887.8,16417.9,1076,8711.55
13-02-2015,10.57174855,12.89863486,75.90912755,66.51850866,55.44401911,26691.00,38217,357.30,9.9475,70.6765,62.0760,107,83.4,13.480,155.3,892.8,16267.4,1065.8,8805.5
16-02-2015,10.57009121,12.91915343,75.96088595,66.58071981,55.50290355,26704.00,38142,360.00,9.9391,70.5170,62.1050,107,84.19,13.660,158.9,907,16051.1,1067.55,8809.35
18-02-2015,10.62655686,12.9588232,75.98745735,66.62897533,55.55118458,26137.00,36299,359.55,9.921,70.7290,62.0570,108,84.37,13.570,166.23,912.9,16947.3,1074.8,8869.1
19-02-2015,10.65229437,12.90711221,75.99475417,66.6366815,55.5672536,26266.00,36444,359.45,9.934,70.6295,62.1380,108,84.84,13.500,171.02,908.15,16640.4,1079.8,8895.3
20-02-2015,10.68012579,12.93457955,76.01186258,66.68044888,55.60791505,26277.00,36327,356.75,9.9293,70.6830,62.1090,108,84,13.650,166.43,900.25,16362.1,1073.05,8833.6
23-02-2015,10.62147629,12.94974115,76.05530734,66.71111582,55.6582527,26153.00,36215,355.90,9.9379,70.4460,62.1630,107,85.24,13.530,168.95,886.15,15981.9,1067.5,8754.95
24-02-2015,10.6453284,12.95846847,76.04563342,66.7195277,55.6726017,26059.00,35977,362.50,9.9391,70.5070,62.1700,107,83.58,13.410,164.4,913.7,15842.2,1067.65,8762.1
25-02-2015,10.64701789,12.93007268,76.09676521,66.74682492,55.70011596,26123.00,36467,363.50,9.8831,70.2845,61.8620,107,82.99,13.450,163.43,901.9,15596.4,1052.45,8767.25
26-02-2015,10.6079469,12.95185651,76.11670588,66.75510559,55.72975601,26216.00,36635,368.85,9.8629,69.1260,61.7310,106,82.23,13.270,163.6,886.4,15205.3,1038.15,8683.85
27-02-2015,10.67469735,13.00748007,76.13577381,66.79308012,55.73484233,26227.00,36379,369.30,9.8346,69.0305,61.6590,107,83.7,13.430,166.55,887.15,15806.4,1054,8844.6
28-02-2015,10.69554335,13.06567982,76.11476507,66.8200772,55.77640405,26477.00,37052,371.80,9.8485,69.1100,61.7605,108,84.16,13.510,170.2,915.35,16256.8,1068.75,8924.95
02-03-2015,10.61626329,13.13314053,76.1778205,66.84978588,55.84004687,26510.00,36891,372.85,9.8624,69.1895,61.8620,109,84.75,13.730,175.2,935.65,16426.1,1082.55,8956.75
03-03-2015,10.58684647,13.11222829,76.20769351,66.84892253,55.82233644,26427.00,36489,366.70,9.8527,69.0885,61.8190,109,85.02,13.890,177.9,929.7,15908,1083.35,8996.25
04-03-2015,10.56835546,13.08993226,76.20135719,66.8875495,55.85065585,26547.00,36557,370.20,9.9367,69.0325,62.3090,108,84.82,13.670,170.48,916.1,16048,1065.3,8922.65
05-03-2015,10.6901184,13.06160653,76.21082681,66.89403184,55.89675646,26484.00,36574,369.35,9.9554,68.8095,62.3810,109,84.33,13.720,174.1,939.7,16001.1,1085.1,8937.75
