"Date","Price.A1","Price.A2","AA.bond","BB.bond","CC.Bond","Gold","Silver","Copper","Chy..INR","GBP...INR","USD...INR","Mutual.Fund.J","Mutual.Fund.K","Mutual.Fund.L","Stock.A","Stock.B","Stock.C","Stock.D","Index"
"06-08-2014",10.6702499,11.39679607,73.15704293,62.98743772,51.21428075,28633,43941,429.85,9.9789,82.302,61.5,88,77,11.31,164.7,707.85,8472,810,7672.05
"07-08-2014",10.64685602,11.44982393,73.16466152,63.004047,51.22593443,28770,43842,431.7,9.939,81.845,61.245,88,76.3,11.21,169.27,701.95,8510.85,811.5,7649.25
"08-08-2014",10.6688354,11.46047665,73.1854566,62.99767971,51.2408367,28604,43603,429.9,9.9322,82.0015,61.145,87,74.86,11.08,161.93,702.05,8477.5,796.15,7568.55
"11-08-2014",10.74172741,11.49900464,73.20296425,63.07313221,51.29682053,28633,43867,429.75,9.9415,81.886,61.175,87,76.06,11.06,164.57,697.95,8587.85,792.95,7625.95
"12-08-2014",10.70799649,11.5204122,73.21300684,63.08266436,51.32057172,28730,43721,428,9.9196,81.6675,61.085,88,77.05,11.22,170.48,700.9,9291.6,807.2,7727.05
"13-08-2014",10.72201878,11.53201865,73.2468024,63.08731026,51.37408746,28688,43333,420.5,9.9284,81.6505,61.095,88,76.17,11.09,172.2,718.7,10359.2,812.4,7739.55
"14-08-2014",10.72954366,11.53114111,73.256128,63.12656798,51.37801378,28614,43279,415.8,9.8765,81.2095,60.765,89,76.84,11.15,169,714.55,10024.9,826.7,7791.7
"18-08-2014",10.7860236,11.56995964,73.31004421,63.19325455,51.45051129,28295,42683,417.9,9.8941,81.22,60.78,91,77.87,11.54,176.27,724.8,9987.15,832.35,7874.25
"19-08-2014",10.82296441,11.64353836,73.32845226,63.19510276,51.44114844,28252,42256,414.9,9.8798,80.819,60.675,91,78.4,11.45,179.1,719.55,9989.75,823.85,7897.5
"20-08-2014",10.80076283,11.7171508,73.3513446,63.23545835,51.49336643,28212,42351,425.05,9.8721,80.3785,60.615,91,78.64,11.49,177.65,711.85,9991.1,820.55,7875.3
"21-08-2014",10.81882508,11.73846422,73.36245781,63.26714595,51.51703603,27747,42084,424.75,9.8635,80.5885,60.675,91,78.18,11.57,184.38,710.35,9992.15,832.5,7891.1
"22-08-2014",10.77919432,11.79608869,73.36746273,63.27658665,51.52272111,27813,41966,427.5,9.8301,80.0835,60.47,92,78.48,11.67,181.18,704.2,10014,846.75,7913.2
"25-08-2014",10.82327901,11.84219382,73.40538804,63.35449073,51.62001372,27771,41937,430.05,9.8417,79.907,60.57,91,78.16,11.59,178.82,716.7,9905.05,843.45,7906.3
"26-08-2014",10.80042659,11.77471319,73.43492808,63.36058852,51.6266591,27895,42000,425.95,9.8227,79.587,60.435,92,77.87,11.45,176.18,727.35,9843.85,842.5,7904.75
"27-08-2014",10.85574001,11.80661051,73.43783165,63.34203505,51.67944974,27780,41944,422.9,9.8409,79.7585,60.455,92,77.48,11.37,177.52,734.85,9810.85,836.6,7936.05
"28-08-2014",10.90574875,11.83364577,73.45918672,63.3574509,51.66323141,28075,42412,417,9.8489,79.7575,60.5,92,77.39,11.41,179.43,742.45,9755.95,843.55,7954.35
"01-09-2014",10.8867123,11.86409852,73.50104942,63.43585055,51.75731429,27934,42862,427.35,9.8551,79.4635,60.53,93,78.4,11.65,190.15,740.4,10051.8,841.2,8027.7
"02-09-2014",10.83527411,11.81414662,73.55787663,63.4797769,51.77288147,27554,42353,428.7,9.8703,79.6975,60.685,94,79.71,11.68,192.18,732.7,10224.8,859.2,8083.05
"03-09-2014",10.85096278,11.8241622,73.55017471,63.47202149,51.78664177,27570,42301,424.55,9.8501,79.5505,60.49,94,79.44,11.78,195.45,732.8,11101.9,856.65,8114.6
"04-09-2014",10.85262042,11.92956492,73.54927356,63.46768397,51.84234564,27461,42111,427.15,9.833,78.1365,60.36,94,78.47,11.7,192.02,737.1,10938,851.85,8095.95
"05-09-2014",10.86095227,11.90412848,73.54759769,63.53095647,51.85049561,27378,42038,427.35,9.8355,78.2145,60.395,95,78.08,11.8,193.63,733.75,10829,848.45,8086.85
"08-09-2014",10.87498228,11.90454807,73.61525877,63.57781752,51.89625127,27204,41823,429.6,9.816,77.7365,60.275,95,80.14,12.18,200.2,745.8,10963.8,864.75,8173.9
"09-09-2014",10.90776158,11.88269822,73.6082317,63.59018976,51.92494281,27261,41976,422.65,9.8762,78.4075,60.605,95,79.18,12.23,198.82,751.9,10959.4,865.6,8152.95
"10-09-2014",10.88859873,11.91465233,73.63590985,63.61439909,51.96077854,27179,41979,424.45,9.9406,78.703,60.93,95,80.3,12.12,195.35,749.1,11040.5,857.3,8094.1
"11-09-2014",10.87026559,11.80525297,73.66771268,63.62374148,51.99573918,26986,41299,421.3,9.9397,78.7585,60.93,96,79.94,12.32,198.57,755.6,11623.8,854.35,8085.7
"12-09-2014",10.89943215,11.82650172,73.67907274,63.64697416,52.00894653,26898,41344,424.05,9.8873,78.6395,60.655,96,79.43,12.37,200.15,757.5,12023.8,855.7,8105.5
"15-09-2014",10.94144237,11.77875209,73.73742086,63.71059288,52.07525186,26999,41433,422.3,9.9487,79.079,61.105,96,79.65,12.75,199.48,754.85,12205,860.35,8042
"16-09-2014",10.96187255,11.7264088,73.72763421,63.72361713,52.08731457,26954,41513,430.75,9.9349,79.1335,61.06,95,77.23,12.2,187.48,756,11484.8,851,7932.9
"17-09-2014",10.98830384,11.72483237,73.7227047,63.77439425,52.09199358,26901,41406,428.05,9.9227,78.3705,60.915,95,77.35,12.09,184.3,754.65,11405.5,846.4,7975.5
"18-09-2014",11.07888463,11.74025693,73.75583746,63.73322489,52.15275576,26659,40964,420.55,9.8918,78.4945,60.74,96,78.72,12.04,189.1,749.65,11642,858.15,8114.75
"19-09-2014",11.18132408,11.82191584,73.76378187,63.77317203,52.13947671,26496,39663,420.7,9.9104,78.077,60.86,96,79.34,12.19,185.77,737.25,11634.8,860.25,8121.45
"22-09-2014",11.13027617,11.83653168,73.81155431,63.83530897,52.24276056,26588,39613,414.95,9.925,78.3145,60.945,96,79.11,12.32,187.15,741.7,11754.5,856.85,8146.3
"23-09-2014",11.13775455,11.86453128,73.80906826,63.84215372,52.23410446,26669,39532,414.2,9.9474,78.4375,61.055,95,78.4,12,179.15,742.05,11639.2,848.85,8017.55
"24-09-2014",11.07396723,11.81508704,73.84845445,63.88686805,52.24605457,26549,39305,415.75,9.9314,77.8875,60.945,94,77.29,11.75,177.93,764.1,11570.7,855.45,8002.4
"25-09-2014",11.07361786,11.81600354,73.84068959,63.88194823,52.30884377,26935,39246,417.3,9.996,78.2055,61.335,93,75.89,11.7,172.07,759.35,11364.2,849.95,7911.85
"26-09-2014",11.00191541,11.82719833,73.86499795,63.9159835,52.29323498,26793,39205,416.3,9.9794,77.5595,61.145,94,77.74,11.85,175.6,751.45,11356.8,871.65,7968.85
"29-09-2014",10.97787689,11.77757582,73.92584051,63.95863346,52.34776326,26913,39394,419.95,10.0098,78.089,61.56,95,76.69,11.74,173.1,746.5,11280.8,865.1,7958.9
"30-09-2014",10.99071538,11.74279562,73.92254425,63.97939431,52.39514624,27129,38551,416,10.0904,78.2425,61.94,95,76.33,11.77,180.75,746,11972,872.65,7964.8
"01-10-2014",10.93348191,11.75462616,73.96561768,63.99823033,52.42175917,26888,38736,417.95,10.0554,77.922,61.725,95,76.01,11.78,181.43,736.15,11801.7,868,7945.55
"07-10-2014",10.96670367,11.68074685,74.02192394,64.08159456,52.52396843,26810,38399,415.2,9.9862,77.6705,61.305,94,75.67,11.62,178.7,735.8,11707.2,862.45,7852.4
"08-10-2014",10.97484531,11.6931349,74.04187202,64.14355737,52.57567126,26737,38243,411.9,9.9951,78.136,61.36,94,75.58,11.72,191.2,734.75,11707,867.6,7842.7
"09-10-2014",10.98052546,11.70259192,74.05131775,64.13170257,52.55915762,26958,38646,412.95,9.9597,77.482,61.055,95,76.36,11.76,189.27,739.1,11609.7,887.6,7960.55
"10-10-2014",10.99207401,11.79235664,74.06220585,64.16308558,52.62678039,26964,38537,414.35,9.9959,77.391,61.285,94,75.41,11.51,187.65,720.35,11270.3,867.3,7859.95
"13-10-2014",10.99611671,11.82358819,74.09759969,64.24937648,52.69531263,26972,38368,413.2,9.96,77.806,61.01,94,77.08,11.84,189.55,720.4,11269.8,876.8,7884.25
"14-10-2014",10.96406833,11.78041252,74.10241254,64.22385462,52.68889583,27252,38804,421.6,10.0236,77.726,61.4,94,77.15,11.57,183.75,731.25,11211.6,868.35,7864
"15-10-2014",10.96778016,11.74027885,74.15320426,64.28488059,52.74438546,27449,38902,409,10.0992,79.214,61.84,93,75.77,11.5,183.75,731.25,11211.6,868.35,7795.6
"16-10-2014",10.98651925,11.7800799,74.17785849,64.29547053,52.72547283,27256,38438,409.25,10.0205,78.317,61.365,93,73.97,11.45,180.38,730.6,11033.2,858.85,7748.2
"17-10-2014",10.96043152,11.78034368,74.20923203,64.32994382,52.80878265,27415,38558,406.85,10,78.3745,61.235,94,75.45,11.54,182.77,726.3,11334.3,885.25,7779.7
"20-10-2014",10.92797376,11.80122796,74.22005496,64.35219472,52.83518134,27554,38803,410.9,9.9902,77.7555,61.15,95,75.8,11.67,189.8,736.55,11636.4,893.8,7879.4
"21-10-2014",10.96585416,11.75309522,74.23826836,64.39930787,52.86576846,27481,38242,410.2,10.0028,77.412,61.2,96,77.41,12.2,184.85,749.75,11678.5,895.55,7927.75
"22-10-2014",10.98174973,11.79220131,74.286151395,64.4475387,52.902185485,27120,38050,412.9,9.996,77.359,61.17,96,76,11.95,181.05,757.4,11883.5,893.65,7995.9
"27-10-2014",10.9718332,11.84247528,74.33403443,64.49576953,52.93860251,27214,38177,416.75,10.0229,77.848,61.305,96,76.98,12.13,176.63,720.45,12262.4,897.25,7991.7
"28-10-2014",11.00417848,11.82605486,74.35650768,64.51134394,52.98179808,27135,38162,419.75,10.0091,77.92,61.188,96,76.37,11.92,178.32,717.05,12396.7,895.3,8027.6
"29-10-2014",11.03980676,11.76854139,74.33777952,64.50338018,53.00399605,27079,38293,421.6,10.0292,77.4245,61.29,97,76.6,11.98,177.75,723.95,12596.3,891.55,8090.45
"30-10-2014",11.030536,11.80011582,74.36423412,64.54813637,53.02951874,26603,36601,416.95,10.0482,77.494,61.44,98,77.66,12.03,177.8,731.6,12532.2,896.65,8169.2
"31-10-2014",11.0478119,11.80371372,74.37557173,64.53954203,53.08339671,26135,35833,414.75,10.0456,76.907,61.405,99,79.23,12.39,181.85,738.35,12772.8,911.85,8322.2
"03-11-2014",11.04473532,11.77657627,74.3851972,64.63229535,53.13746237,26077,35958,416.75,10.0388,76.6675,61.42,100,79.59,12.5,182.43,739.85,12739.6,910.7,8324.15
"05-11-2014",11.0103372,11.75203471,74.4436833,64.64249296,53.17479126,25493,34454,409,10.0482,76.708,61.435,100,79.6,12.37,184.2,747.75,12875.2,912.8,8338.3
"07-11-2014",10.97195978,11.74458719,74.46234583,64.66806329,53.19862191,25932,34810,413.05,10.0478,76.62,61.52,100,81.35,12.29,187.55,761.5,12675.9,899.45,8337
"10-11-2014",10.99765055,11.76020359,74.49484174,64.73916545,53.30563766,25733,34761,411.6,10.0474,76.3705,61.485,100,79.61,12.37,188.95,771,12729.7,904.65,8344.25
"11-11-2014",11.0284263,11.76144748,74.53378505,64.7483195,53.30839393,25796,34823,412.7,10.0441,76.74,61.515,101,79.79,12.47,188.73,772.3,12993.7,907.9,8362.65
"12-11-2014",11.00025572,11.79001779,74.56151309,64.76896021,53.32687349,25788,34726,411.05,10.0184,76.3445,61.375,101,79.73,12.68,181.18,770,13151.7,911.75,8383.3
"13-11-2014",11.02654953,11.85506236,74.58598991,64.78178537,53.37200806,25822,34726,407.1,10.0574,76.8555,61.6,101,79.47,12.67,173.2,764.35,13191.8,915.95,8357.85
"14-11-2014",11.07001783,11.87197177,74.57974308,64.81124663,53.35648299,26466,36033,415.6,10.0686,77.289,61.715,101,79.55,12.75,178.48,756.15,13992.9,930.1,8389.9
"17-11-2014",11.06535854,11.87992282,74.60660937,64.87133955,53.44761284,26330,35643,415.05,10.0958,76.9785,61.83,102,81.91,12.66,178.82,757.2,13845.5,918.95,8430.75
"18-11-2014",11.09036243,11.85526533,74.63265884,64.89115882,53.45254502,26596,35817,409.25,10.0837,77.3845,61.725,102,80.15,12.8,176.82,751.85,14073.1,932.2,8425.9
"19-11-2014",11.0738363,11.9036773,74.6233956,64.90795179,53.48820095,26711,36390,416.85,10.1226,77.766,61.945,103,80.16,12.7,171.82,760.2,14745.3,926.55,8382.3
"20-11-2014",11.05395436,11.86472127,74.66336441,64.93099824,53.51318199,26463,35835,412.6,10.1135,77.657,61.93,103,79.25,12.7,172.43,761.25,14648.2,918.2,8401.9
"21-11-2014",11.02670237,11.79836695,74.66706102,64.94845865,53.53119987,26391,36087,412.85,10.0846,76.533,61.767,103,80.25,12.73,173.05,753,14512.8,932.85,8477.35
"24-11-2014",11.03090235,11.81894418,74.73971034,64.98329619,53.6086522,26480,36253,410.2,10.0722,76.9695,61.86,103,81.79,13,171.68,750.1,14621.3,945.2,8530.15
"25-11-2014",11.01103055,11.79702501,74.74832151,65.00474526,53.58144982,26326,36530,404,10.0815,77.1735,61.865,102,79.91,12.61,169.88,765.7,14277.3,953.55,8463.1
"26-11-2014",10.89829204,11.77155898,74.77687856,65.04693229,53.65203098,26362,36599,405.5,10.0659,77.281,61.795,102,80.52,12.62,171.55,769.75,14267.8,951.3,8475.75
"27-11-2014",10.8831586,11.73808588,74.75813586,65.0642074,53.66926668,26247,35878,403.6,10.0764,77.121,61.86,102,81.98,12.6,174.63,790.05,14338.7,948.15,8494.2
"28-11-2014",10.85184214,11.79123933,74.8102341,65.06773089,53.67799386,25794,34480,390.7,10.1268,77.464,62.21,103,82.43,12.79,182.35,786.1,14518.7,957.15,8588.25
"01-12-2014",10.90040144,11.79379078,74.81430489,65.10372813,53.76986271,26509,37730,403.6,10.0708,77.258,61.955,103,81.51,12.89,180.2,808.65,14520.8,950,8555.9
"02-12-2014",10.8789883,11.84469299,74.836045,65.14477818,53.76966788,26188,37073,400.8,10.0488,76.5205,61.795,103,81.29,12.96,175.6,805.8,14359,943.3,8524.7
"03-12-2014",10.9398516,11.89941685,74.8482369,65.15867295,53.79062705,26477,37070,398.7,10.0587,76.1595,61.863,104,80.75,13.19,172.68,819,15235.5,933.1,8537.65
"04-12-2014",10.94849245,11.99119374,74.87838542,65.17543328,53.80608925,26349,37305,403.9,10.0396,76.49,61.79,105,81.55,13.11,173.5,824.65,15432,941.4,8564.4
"05-12-2014",10.94781147,12.03139494,74.88901517,65.20661933,53.82592844,26132,36727,403.4,10.0677,76.0695,61.918,105,81,13.19,172.65,820.65,15213.5,942.75,8538.3
"08-12-2014",10.87715866,11.96806166,74.95228527,65.2451043,53.9238366,26361,36615,399.7,10.0154,76.1495,61.825,104,80.9,13.23,172.02,820,14952.3,927.15,8438.25
"09-12-2014",10.94196375,11.94124984,74.95092969,65.28948117,53.9548038,27159,38547,406.45,10.0005,76.5765,61.88,103,79.56,12.67,173.98,812.95,14353.7,926.75,8340.7
"10-12-2014",10.98390644,11.9200044,74.94927827,65.29413959,53.96451565,27191,38697,403.35,10.0566,77.3205,62.115,104,79.66,12.99,172.4,797.8,14377.9,931.4,8355.65
"11-12-2014",10.96590986,11.9642329,74.96989584,65.32648924,54.00315005,27258,38757,408.7,10.096,77.544,62.48,103,79.1,12.75,172.52,796.05,14061.8,933.6,8292.9
"12-12-2014",10.94653193,11.98892471,74.98388329,65.3257059,53.99147693,27209,38734,410.65,10.106,77.919,62.525,103,79.05,12.88,170.63,797.75,14036.8,931.5,8224.1
"15-12-2014",10.9799039,12.05229686,75.02063783,65.37672599,54.07906605,27320,38346,410,10.2051,78.574,63.175,103,78.42,12.89,164.68,790.1,14211.2,941.5,8219.6
"16-12-2014",10.96168783,12.03442152,75.01409757,65.41105577,54.09273186,27194,36762,408.8,10.2851,79.6485,63.66,100,77.01,12.35,163.02,766.65,14063.8,925.75,8067.6
"17-12-2014",10.94929203,12.10684919,75.07209455,65.40190146,54.12890011,26955,36759,407.3,10.2509,78.409,63.525,100,76.82,12.29,161.7,766.35,13871.8,921.85,8029.8
"18-12-2014",10.94894205,12.08542559,75.07854806,65.47300565,54.13584564,26815,36570,401.9,10.136,77.3895,62.99,102,76.58,12.5,165.15,765.95,14427.9,934.05,8159.3
"19-12-2014",10.99876842,12.10755383,75.09734467,65.44696524,54.18202456,26998,36978,409,10.1683,77.339,63.245,102,78.21,12.54,167.38,755.15,14621.1,941.45,8225.2
"22-12-2014",10.98763382,12.14483965,75.13044617,65.50797005,54.2276864,26608,36191,406.95,10.1631,77.3335,63.23,103,78.91,12.8,167.93,767.85,14737.2,963.7,8324
"23-12-2014",10.99920497,12.13128325,75.13310112,65.56358466,54.24563912,26625,36454,406.35,10.1898,77.2225,63.44,103,78.87,12.66,167.65,766.1,14818.2,959.75,8267
"24-12-2014",10.96666587,12.24825218,75.18137369,65.5733501,54.26727017,26584,36473,404.15,10.22,77.4595,63.52,102,77.86,12.6,163.57,757,14825.5,945.25,8174.1
"26-12-2014",10.98002214,12.32096079,75.20059384,65.58833028,54.30630134,27073,37346,400.5,10.2308,77.397,63.562,103,78,12.7,163.95,750.35,15124.3,948.65,8200.7
"29-12-2014",10.99562208,12.33101374,75.2374999,65.64083631,54.37549499,26764,36525,401.3,10.2322,77.3715,63.67,103,78.15,12.8,165.88,758.85,15372.8,951.7,8246.3
"30-12-2014",10.97062955,12.30121039,75.23111946,65.65557036,54.39807725,27049,37373,403.3,10.2201,77.0605,63.385,104,78.44,12.85,166.3,759.5,15352.8,956.45,8248.25
"31-12-2014",10.90859509,12.31340563,75.27616029,65.69620343,54.43920999,26703,36038,399.2,10.157,76.2625,63.035,104,79.12,12.9,165.8,760.1,15075,951.6,8282.7
"01-01-2015",10.87363781,12.36317674,75.25781444,65.72278077,54.45051048,26699,36229,399.6,10.2085,76.685,63.355,105,78.62,13.04,168.27,758.45,15262.3,952.05,8347.8
"02-01-2015",10.86998475,12.39436405,75.28809654,65.7326407,54.47988761,26730,36281,398.05,10.1972,75.958,63.285,106,80,13.2,167.4,755.95,15082,965.3,8395.45
"05-01-2015",10.89475768,12.44505745,75.33037309,65.76898908,54.55594775,27038,37045,391.55,10.1831,75.593,63.345,106,80.2,13.14,169,760.3,15150.5,957.15,8378.4
"06-01-2015",10.85960856,12.44500401,75.36340796,65.76386565,54.55298607,27394,37919,391.65,10.2325,75.5845,63.575,104,77.75,12.9,166.77,774.7,14755.9,942.25,8127.35
"07-01-2015",10.81962354,12.440307,75.35160391,65.81988983,54.57740479,27161,37797,389.45,10.1852,74.917,63.28,104,77.36,13.05,167.63,801.9,14959.9,945,8102.1
"08-01-2015",10.79652816,12.52167864,75.37730166,65.84672564,54.61685958,26801,36989,385.5,10.0852,73.9095,62.675,105,78.06,13.11,171.77,817.05,14873.7,964.85,8234.6
"09-01-2015",10.80452402,12.58472939,75.40663714,65.87045262,54.62727279,26800,36866,382.15,10.0431,73.8375,62.355,105,78.51,13.2,170.82,864.6,14738.7,975.65,8284.5
"12-01-2015",10.79938252,12.59313522,75.44614141,65.93561409,54.70117596,27030,36989,377.1,10.0069,73.453,62.075,105,78.77,13.08,169.75,896.6,14857.7,967.05,8323
"13-01-2015",10.79720818,12.60610535,75.4311537,65.93084001,54.70990397,27055,38185,364.9,10.0008,72.966,61.98,106,78.99,12.91,169.95,884.55,14799.2,963.35,8299.4
"14-01-2015",10.806078,12.67186263,75.44592167,65.97617989,54.73828367,27201,37935,345.75,10.0219,73.207,62.095,105,78.54,13.01,167.93,924.05,14833.5,963.9,8277.55
"15-01-2015",10.83115463,12.62817443,75.49365437,65.96892365,54.80368393,27492,37948,352.2,10.0307,72.1845,62.065,107,81,13.19,168,921.55,15127.2,993.15,8494.15
"16-01-2015",10.84280575,12.66468267,75.4921773,65.97822952,54.78302406,27654,39091,358.9,9.9678,71.5805,61.87,107,80.83,13.24,168.7,941.05,15349.7,1001.35,8513.8
"19-01-2015",10.79974546,12.72952362,75.55173352,66.03700732,54.8662113,27700,39047,352.8,9.9116,71.545,61.645,107,81.38,13.33,168.38,892.55,15474.6,1004.55,8550.7
"20-01-2015",10.72095054,12.7184054,75.54724954,66.07330239,54.88838083,28085,39525,355.9,9.9219,71.215,61.655,108,82.81,13.44,168.45,895.45,15490.7,1020.95,8695.6
"21-01-2015",10.65555696,12.71896045,75.59702732,66.10319602,54.90591997,27977,39944,357.15,9.9107,71.474,61.56,108,83.8,13.39,165.18,941.95,15372.3,1019.95,8729.5
"22-01-2015",10.65696879,12.7507559,75.59295697,66.09344802,54.91658185,28036,40111,350.9,9.9223,70.0235,61.605,108,82.5,13.34,165.9,944.65,15315,1021.25,8761.4
"23-01-2015",10.71092057,12.71527284,75.5995075,66.14405675,54.95735028,27864,39975,341.35,9.8644,68.862,61.44,108,83.64,13.4,166.23,965.3,15146,1042.8,8835.6
"27-01-2015",10.72841717,12.66373515,75.68181687,66.20402385,55.02527553,27902,39544,335.95,9.8358,69.8905,61.41,109,84.19,13.55,165.38,941.95,16089.2,1074.05,8910.5
"28-01-2015",10.76769855,12.71907843,75.67651641,66.21870377,55.05266546,27759,39483,337.8,9.8204,69.261,61.358,108,84.27,13.75,169.15,933.85,16340.2,1058.35,8914.3
"29-01-2015",10.73988258,12.68000469,75.71300743,66.24384384,55.08858088,27419,37303,337.15,9.8936,69.9585,61.801,108,84.76,13.56,174.07,941.6,16478.8,1095,8952.35
"30-01-2015",10.74006658,12.71237549,75.70418166,66.25119076,55.11469731,27895,38126,342.95,9.9232,70.0115,62.02,108,83.52,13.67,173.63,932.55,16275.9,1077.35,8808.9
"02-02-2015",10.72271031,12.70562517,75.7566076,66.3300587,55.18260557,27840,38016,340.95,9.8598,70.0015,61.719,108,83.08,13.83,170.07,908,16561.8,1081.6,8797.4
"03-02-2015",10.73227337,12.66951297,75.73984538,66.33055525,55.2032855,27498,38107,353.05,9.843,70.718,61.596,107,82.83,13.66,165.63,910.85,16323.6,1064.1,8756.55
"04-02-2015",10.66762958,12.75125529,75.76238816,66.34891731,55.23779309,27729,38394,354.95,9.8984,70.169,61.842,106,83.08,13.64,167.63,899.9,15919.5,1067.7,8723.7
"05-02-2015",10.61829057,12.8043648,75.78967223,66.36114033,55.24785986,28276,37862,355.4,9.87,70.823,61.709,106,82.06,13.48,167.38,909.05,15837.5,1076.5,8711.7
"06-02-2015",10.63190712,12.75921902,75.80349669,66.3827953,55.27752978,26802,37023,354.75,9.9247,70.122,61.97,105,82.14,13.35,163.6,905.75,15587.8,1053.5,8661.05
"09-02-2015",10.67378032,12.78512626,75.88097946,66.42980905,55.34057475,26944,37802,355.15,9.9486,70.3805,62.149,104,81.27,13.09,159.85,900.15,15115.5,1040.1,8526.35
"10-02-2015",10.65076068,12.85557592,75.85995182,66.48254932,55.3875298,26856,37620,351.75,9.9867,70.5605,62.327,105,82.49,13.19,155.45,887.75,15133.2,1054.45,8565.55
"11-02-2015",10.59830917,12.88668028,75.86768476,66.49716466,55.37482347,26665,37406,351.3,9.9928,70.7005,62.382,105,83.25,13.19,159.15,900.3,16141.3,1058.4,8627.4
"12-02-2015",10.60580253,12.96067261,75.88924179,66.51919636,55.42144249,26519,37235,357.8,9.9527,70.8695,62.15,107,82.9,13.41,157.7,887.8,16417.9,1076,8711.55
"13-02-2015",10.57174855,12.89863486,75.90912755,66.51850866,55.44401911,26691,38217,357.3,9.9475,70.6765,62.076,107,83.4,13.48,155.3,892.8,16267.4,1065.8,8805.5
"16-02-2015",10.57009121,12.91915343,75.96088595,66.58071981,55.50290355,26704,38142,360,9.9391,70.517,62.105,107,84.19,13.66,158.9,907,16051.1,1067.55,8809.35
"18-02-2015",10.62655686,12.9588232,75.98745735,66.62897533,55.55118458,26137,36299,359.55,9.921,70.729,62.057,108,84.37,13.57,166.23,912.9,16947.3,1074.8,8869.1
"19-02-2015",10.65229437,12.90711221,75.99475417,66.6366815,55.5672536,26266,36444,359.45,9.934,70.6295,62.138,108,84.84,13.5,171.02,908.15,16640.4,1079.8,8895.3
"20-02-2015",10.68012579,12.93457955,76.01186258,66.68044888,55.60791505,26277,36327,356.75,9.9293,70.683,62.109,108,84,13.65,166.43,900.25,16362.1,1073.05,8833.6
"23-02-2015",10.62147629,12.94974115,76.05530734,66.71111582,55.6582527,26153,36215,355.9,9.9379,70.446,62.163,107,85.24,13.53,168.95,886.15,15981.9,1067.5,8754.95
"24-02-2015",10.6453284,12.95846847,76.04563342,66.7195277,55.6726017,26059,35977,362.5,9.9391,70.507,62.17,107,83.58,13.41,164.4,913.7,15842.2,1067.65,8762.1
"25-02-2015",10.64701789,12.93007268,76.09676521,66.74682492,55.70011596,26123,36467,363.5,9.8831,70.2845,61.862,107,82.99,13.45,163.43,901.9,15596.4,1052.45,8767.25
"26-02-2015",10.6079469,12.95185651,76.11670588,66.75510559,55.72975601,26216,36635,368.85,9.8629,69.126,61.731,106,82.23,13.27,163.6,886.4,15205.3,1038.15,8683.85
"27-02-2015",10.67469735,13.00748007,76.13577381,66.79308012,55.73484233,26227,36379,369.3,9.8346,69.0305,61.659,107,83.7,13.43,166.55,887.15,15806.4,1054,8844.6
"28-02-2015",10.69554335,13.06567982,76.11476507,66.8200772,55.77640405,26477,37052,371.8,9.8485,69.11,61.7605,108,84.16,13.51,170.2,915.35,16256.8,1068.75,8924.95
"02-03-2015",10.61626329,13.13314053,76.1778205,66.84978588,55.84004687,26510,36891,372.85,9.8624,69.1895,61.862,109,84.75,13.73,175.2,935.65,16426.1,1082.55,8956.75
"03-03-2015",10.58684647,13.11222829,76.20769351,66.84892253,55.82233644,26427,36489,366.7,9.8527,69.0885,61.819,109,85.02,13.89,177.9,929.7,15908,1083.35,8996.25
"04-03-2015",10.56835546,13.08993226,76.20135719,66.8875495,55.85065585,26547,36557,370.2,9.9367,69.0325,62.309,108,84.82,13.67,170.48,916.1,16048,1065.3,8922.65
"05-03-2015",10.6901184,13.06160653,76.21082681,66.89403184,55.89675646,26484,36574,369.35,9.9554,68.8095,62.381,109,84.33,13.72,174.1,939.7,16001.1,1085.1,8937.75
"09-03-2015",10.65026141,13.07218854,76.24427818,67.01322761,55.96782104,26024,35943,374,9.999,67.973,62.634,108,83.85,13.55,174.9,976,15699.8,1059,8756.75
"10-03-2015",10.67697173,13.09103299,76.28179221,67.00224716,56.01951325,25919,35723,367.75,10.016,67.098,62.72,108,82.69,13.52,172.77,957.15,15947.8,1052.55,8712.05
"11-03-2015",10.68135539,13.15693137,76.31498689,67.02149128,56.04649134,25685,35072,365.1,10.0252,66.215,62.781,108,82.57,13.5,170.35,968.9,16053.8,1056.45,8699.95
"12-03-2015",10.63237171,13.17409389,76.30916394,67.04087009,56.07498903,25655,35346,371.1,9.9869,66.517,62.542,109,83.21,13.68,172.82,960.55,16303.8,1054.6,8776
"13-03-2015",10.67567336,13.22061058,76.33693081,67.06314821,56.08252795,25890,35555,375.1,10.0781,66.2065,63.083,108,81.48,13.6,169.25,941.7,15912.8,1042.65,8647.75
"16-03-2015",10.69329961,13.21419147,76.37456546,67.13117919,56.16038445,25783,35591,373.35,10.0248,66.3495,62.78,107,82.01,13.52,170.6,931.75,15820.3,1051.55,8633.15
"17-03-2015",10.71508194,13.25316455,76.40206413,67.1330215,56.20556885,25617,35384,368.9,10.0206,66.3715,62.623,109,82.14,13.59,173.9,931.8,15942.8,1058.05,8723.3
"18-03-2015",10.73451358,13.30397215,76.39880722,67.14269231,56.19168199,25637,35339,358.25,10.0653,68.134,62.701,109,82.12,13.62,174.77,922.1,16044.2,1063.55,8685.9
